"Kod";"Nazwa";"Miesiące";"Rodzaje towarów i usług";"Cena i wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
0000000;"POLSKA";"listopad";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";27,27;"zł";"";
0000000;"POLSKA";"listopad";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0000000;"POLSKA";"listopad";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";18,55;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";19,29;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2008";20,09;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2009";21,06;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2010";21,87;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2011";24,55;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2012";25,21;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2013";25,82;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";25,02;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";25,59;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2016";26,16;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";27,63;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0000000;"POLSKA";"grudzień";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,02;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";19,09;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2008";20,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2009";21,16;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2010";22,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2011";22,75;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2012";25,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2013";24,78;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";26,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2016";28,99;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2017";29,33;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2018";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"styczeń";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2019";;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2006";19,32;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2007";19,24;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2008";20,21;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2009";21,37;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2010";22,67;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2011";23,08;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2012";25,55;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2013";24,95;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2014";26,98;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2015";28,19;"zł";"";
0200000;"DOLNOŚLĄSKIE";"luty";"podkoszulek męski bawełniany, krótki rękaw";"cena";"2016";28,99;"zł";"";
